864.9 -10465.8 0.8 -10465.8
865.092 -10430 0.8004 -10430
865.284 -10394.3 0.8008 -10394.3
865.477 -10358.6 0.8012 -10358.6
865.669 -10322.9 0.8016 -10322.9
865.861 -10287.4 0.802 -10287.4
866.053 -10251.9 0.8024 -10251.9
866.245 -10216.5 0.8028 -10216.5
866.438 -10181.1 0.8032 -10181.1
866.63 -10145.8 0.8036 -10145.8
866.822 -10110.5 0.804 -10110.5
867.014 -10075.3 0.8044 -10075.3
867.206 -10040.2 0.8048 -10040.2
867.399 -10005.1 0.8052 -10005.1
867.591 -9970.13 0.8056 -9970.13
867.783 -9935.18 0.806 -9935.18
867.975 -9900.3 0.8064 -9900.3
868.167 -9865.48 0.8068 -9865.48
868.36 -9830.72 0.8072 -9830.72
868.552 -9796.02 0.8076 -9796.02
868.744 -9761.38 0.808 -9761.38
868.936 -9726.81 0.8084 -9726.81
869.128 -9692.29 0.8088 -9692.29
869.321 -9657.84 0.8092 -9657.84
869.513 -9623.44 0.8096 -9623.44
869.705 -9589.11 0.81 -9589.11
869.897 -9554.84 0.8104 -9554.84
870.089 -9520.63 0.8108 -9520.63
870.282 -9486.48 0.8112 -9486.48
870.474 -9452.39 0.8116 -9452.39
870.666 -9418.36 0.812 -9418.36
870.858 -9384.39 0.8124 -9384.39
871.05 -9350.49 0.8128 -9350.49
871.243 -9316.64 0.8132 -9316.64
871.435 -9282.85 0.8136 -9282.85
871.627 -9249.13 0.814 -9249.13
871.819 -9215.46 0.8144 -9215.46
872.011 -9181.86 0.8148 -9181.86
872.204 -9148.31 0.8152 -9148.31
872.396 -9114.83 0.8156 -9114.83
872.588 -9081.4 0.816 -9081.4
872.78 -9048.04 0.8164 -9048.04
872.972 -9014.73 0.8168 -9014.73
873.165 -8981.49 0.8172 -8981.49
873.357 -8948.3 0.8176 -8948.3
873.549 -8915.18 0.818 -8915.18
873.741 -8882.12 0.8184 -8882.12
873.933 -8849.11 0.8188 -8849.11
874.126 -8816.17 0.8192 -8816.17
874.318 -8783.28 0.8196 -8783.28
874.51 -8750.46 0.82 -8750.46
874.702 -8717.69 0.8204 -8717.69
874.894 -8684.99 0.8208 -8684.99
875.087 -8652.34 0.8212 -8652.34
875.279 -8619.76 0.8216 -8619.76
875.471 -8587.23 0.822 -8587.23
875.663 -8554.76 0.8224 -8554.76
875.855 -8522.35 0.8228 -8522.35
876.048 -8490.01 0.8232 -8490.01
876.24 -8457.72 0.8236 -8457.72
876.432 -8425.49 0.824 -8425.49
876.624 -8393.32 0.8244 -8393.32
876.816 -8361.21 0.8248 -8361.21
877.009 -8329.16 0.8252 -8329.16
877.201 -8297.16 0.8256 -8297.16
877.393 -8265.23 0.826 -8265.23
877.585 -8233.36 0.8264 -8233.36
877.777 -8201.54 0.8268 -8201.54
877.97 -8169.78 0.8272 -8169.78
