768.8 -12650.6 1.2375 -12650.6
769.184 -12613.5 1.23757 -12613.5
769.569 -12576.3 1.23765 -12576.3
769.953 -12539.2 1.23772 -12539.2
770.338 -12502.2 1.2378 -12502.2
770.722 -12465.1 1.23787 -12465.1
771.106 -12428.1 1.23795 -12428.1
771.491 -12391.1 1.23802 -12391.1
771.875 -12354.1 1.2381 -12354.1
772.26 -12317.2 1.23818 -12317.2
772.644 -12280.3 1.23825 -12280.3
773.028 -12243.4 1.23832 -12243.4
773.413 -12206.5 1.2384 -12206.5
773.797 -12169.7 1.23847 -12169.7
774.182 -12132.9 1.23855 -12132.9
774.566 -12096.1 1.23863 -12096.1
774.95 -12059.4 1.2387 -12059.4
775.335 -12022.6 1.23877 -12022.6
775.719 -11985.9 1.23885 -11985.9
776.104 -11949.3 1.23893 -11949.3
776.488 -11912.6 1.239 -11912.6
776.872 -11876 1.23908 -11876
777.257 -11839.4 1.23915 -11839.4
777.641 -11802.9 1.23923 -11802.9
778.026 -11766.4 1.2393 -11766.4
778.41 -11729.9 1.23938 -11729.9
778.794 -11693.4 1.23945 -11693.4
779.179 -11656.9 1.23952 -11656.9
779.563 -11620.5 1.2396 -11620.5
779.948 -11584.1 1.23967 -11584.1
780.332 -11547.8 1.23975 -11547.8
780.716 -11511.4 1.23982 -11511.4
781.101 -11475.1 1.2399 -11475.1
781.485 -11438.9 1.23998 -11438.9
781.87 -11402.6 1.24005 -11402.6
782.254 -11366.4 1.24012 -11366.4
782.638 -11330.2 1.2402 -11330.2
783.023 -11294 1.24028 -11294
783.407 -11257.9 1.24035 -11257.9
783.792 -11221.8 1.24043 -11221.8
784.176 -11185.7 1.2405 -11185.7
784.56 -11149.7 1.24057 -11149.7
784.945 -11113.7 1.24065 -11113.7
785.329 -11077.7 1.24073 -11077.7
785.714 -11041.7 1.2408 -11041.7
786.098 -11005.8 1.24087 -11005.8
786.482 -10969.9 1.24095 -10969.9
786.867 -10934 1.24103 -10934
787.251 -10898.2 1.2411 -10898.2
787.636 -10862.3 1.24118 -10862.3
788.02 -10826.6 1.24125 -10826.6
788.404 -10790.8 1.24133 -10790.8
788.789 -10755.1 1.2414 -10755.1
789.173 -10719.4 1.24147 -10719.4
789.558 -10683.7 1.24155 -10683.7
789.942 -10648.1 1.24162 -10648.1
790.326 -10612.5 1.2417 -10612.5
790.711 -10576.9 1.24178 -10576.9
791.095 -10541.4 1.24185 -10541.4
791.48 -10505.8 1.24192 -10505.8
791.864 -10470.3 1.242 -10470.3
792.248 -10434.9 1.24208 -10434.9
792.633 -10399.5 1.24215 -10399.5
793.017 -10364.1 1.24222 -10364.1
793.402 -10328.7 1.2423 -10328.7
793.786 -10293.4 1.24238 -10293.4
794.17 -10258.1 1.24245 -10258.1
794.555 -10222.8 1.24253 -10222.8
794.939 -10187.5 1.2426 -10187.5
795.324 -10152.3 1.24267 -10152.3
795.708 -10117.1 1.24275 -10117.1
796.092 -10082 1.24283 -10082
796.477 -10046.9 1.2429 -10046.9
796.861 -10011.8 1.24297 -10011.8
797.246 -9976.71 1.24305 -9976.71
797.63 -9941.68 1.24313 -9941.68
798.014 -9906.68 1.2432 -9906.68
798.399 -9871.72 1.24327 -9871.72
798.783 -9836.78 1.24335 -9836.78
799.168 -9801.88 1.24343 -9801.88
799.552 -9767 1.2435 -9767
799.936 -9732.16 1.24357 -9732.16
800.321 -9697.35 1.24365 -9697.35
800.705 -9662.57 1.24372 -9662.57
801.09 -9627.83 1.2438 -9627.83
801.474 -9593.11 1.24388 -9593.11
801.858 -9558.43 1.24395 -9558.43
802.243 -9523.77 1.24402 -9523.77
802.627 -9489.15 1.2441 -9489.15
803.012 -9454.57 1.24418 -9454.57
803.396 -9420.01 1.24425 -9420.01
803.78 -9385.49 1.24432 -9385.49
804.165 -9351 1.2444 -9351
804.549 -9316.54 1.24447 -9316.54
804.934 -9282.11 1.24455 -9282.11
805.318 -9247.72 1.24463 -9247.72
805.702 -9213.35 1.2447 -9213.35
806.087 -9179.02 1.24477 -9179.02
806.471 -9144.73 1.24485 -9144.73
806.856 -9110.46 1.24493 -9110.46
807.24 -9076.23 1.245 -9076.23
807.624 -9042.04 1.24507 -9042.04
808.009 -9007.87 1.24515 -9007.87
808.393 -8973.74 1.24523 -8973.74
808.778 -8939.64 1.2453 -8939.64
809.162 -8905.58 1.24537 -8905.58
809.546 -8871.54 1.24545 -8871.54
809.931 -8837.54 1.24552 -8837.54
810.315 -8803.58 1.2456 -8803.58
810.7 -8769.65 1.24567 -8769.65
811.084 -8735.75 1.24575 -8735.75
811.468 -8701.89 1.24582 -8701.89
811.853 -8668.06 1.2459 -8668.06
812.237 -8634.26 1.24598 -8634.26
812.622 -8600.5 1.24605 -8600.5
813.006 -8566.77 1.24612 -8566.77
813.39 -8533.07 1.2462 -8533.07
813.775 -8499.41 1.24628 -8499.41
814.159 -8465.79 1.24635 -8465.79
814.544 -8432.2 1.24643 -8432.2
814.928 -8398.64 1.2465 -8398.64
815.312 -8365.12 1.24657 -8365.12
815.697 -8331.63 1.24665 -8331.63
816.081 -8298.18 1.24673 -8298.18
816.466 -8264.76 1.2468 -8264.76
816.85 -8231.38 1.24688 -8231.38
817.234 -8198.03 1.24695 -8198.03
817.619 -8164.72 1.24702 -8164.72
818.003 -8131.44 1.2471 -8131.44
818.388 -8098.2 1.24717 -8098.2
818.772 -8064.99 1.24725 -8064.99
819.156 -8031.82 1.24733 -8031.82
819.541 -7998.68 1.2474 -7998.68
819.925 -7965.58 1.24747 -7965.58
820.31 -7932.52 1.24755 -7932.52
820.694 -7899.49 1.24762 -7899.49
821.078 -7866.5 1.2477 -7866.5
821.463 -7833.54 1.24778 -7833.54
821.847 -7800.62 1.24785 -7800.62
822.232 -7767.74 1.24792 -7767.74
822.616 -7734.89 1.248 -7734.89
823 -7702.08 1.24808 -7702.08
823.385 -7669.3 1.24815 -7669.3
823.769 -7636.56 1.24823 -7636.56
824.154 -7603.86 1.2483 -7603.86
824.538 -7571.2 1.24838 -7571.2
824.922 -7538.57 1.24845 -7538.57
825.307 -7505.98 1.24853 -7505.98
825.691 -7473.43 1.2486 -7473.43
826.076 -7440.91 1.24867 -7440.91
826.46 -7408.43 1.24875 -7408.43
826.844 -7375.99 1.24882 -7375.99
827.229 -7343.59 1.2489 -7343.59
827.613 -7311.22 1.24897 -7311.22
827.998 -7278.89 1.24905 -7278.89
828.382 -7246.6 1.24913 -7246.6
828.766 -7214.35 1.2492 -7214.35
829.151 -7182.14 1.24927 -7182.14
829.535 -7149.96 1.24935 -7149.96
829.92 -7117.82 1.24943 -7117.82
830.304 -7085.72 1.2495 -7085.72
830.688 -7053.66 1.24958 -7053.66
831.073 -7021.64 1.24965 -7021.64
831.457 -6989.66 1.24972 -6989.66
831.842 -6957.71 1.2498 -6957.71
832.226 -6925.8 1.24988 -6925.8
832.61 -6893.94 1.24995 -6893.94
832.995 -6862.11 1.25002 -6862.11
833.379 -6830.32 1.2501 -6830.32
833.764 -6798.57 1.25018 -6798.57
834.148 -6766.86 1.25025 -6766.86
834.532 -6735.2 1.25032 -6735.2
834.917 -6703.57 1.2504 -6703.57
835.301 -6671.98 1.25048 -6671.98
835.686 -6640.43 1.25055 -6640.43
836.07 -6608.92 1.25062 -6608.92
836.454 -6577.45 1.2507 -6577.45
836.839 -6546.02 1.25077 -6546.02
837.223 -6514.63 1.25085 -6514.63
837.608 -6483.28 1.25093 -6483.28
837.992 -6451.97 1.251 -6451.97
838.376 -6420.71 1.25108 -6420.71
838.761 -6389.48 1.25115 -6389.48
839.145 -6358.3 1.25123 -6358.3
839.53 -6327.15 1.2513 -6327.15
839.914 -6296.05 1.25138 -6296.05
840.298 -6264.99 1.25145 -6264.99
840.683 -6233.97 1.25152 -6233.97
841.067 -6203 1.2516 -6203
841.452 -6172.06 1.25167 -6172.06
841.836 -6141.17 1.25175 -6141.17
842.22 -6110.32 1.25182 -6110.32
842.605 -6079.51 1.2519 -6079.51
842.989 -6048.74 1.25197 -6048.74
843.374 -6018.02 1.25205 -6018.02
843.758 -5987.34 1.25212 -5987.34
844.142 -5956.7 1.2522 -5956.7
844.527 -5926.1 1.25228 -5926.1
844.911 -5895.55 1.25235 -5895.55
845.296 -5865.04 1.25243 -5865.04
845.68 -5834.58 1.2525 -5834.58
846.064 -5804.15 1.25257 -5804.15
846.449 -5773.77 1.25265 -5773.77
846.833 -5743.44 1.25273 -5743.44
847.218 -5713.15 1.2528 -5713.15
847.602 -5682.9 1.25287 -5682.9
847.986 -5652.7 1.25295 -5652.7
848.371 -5622.54 1.25303 -5622.54
848.755 -5592.43 1.2531 -5592.43
849.14 -5562.36 1.25317 -5562.36
849.524 -5532.33 1.25325 -5532.33
849.908 -5502.35 1.25333 -5502.35
850.293 -5472.42 1.2534 -5472.42
850.677 -5442.53 1.25347 -5442.53
851.062 -5412.69 1.25355 -5412.69
851.446 -5382.89 1.25362 -5382.89
851.83 -5353.14 1.2537 -5353.14
852.215 -5323.43 1.25378 -5323.43
852.599 -5293.77 1.25385 -5293.77
852.984 -5264.16 1.25392 -5264.16
853.368 -5234.59 1.254 -5234.59
853.752 -5205.07 1.25408 -5205.07
854.137 -5175.59 1.25415 -5175.59
854.521 -5146.16 1.25422 -5146.16
854.906 -5116.78 1.2543 -5116.78
855.29 -5087.45 1.25438 -5087.45
855.674 -5058.16 1.25445 -5058.16
856.059 -5028.92 1.25452 -5028.92
856.443 -4999.73 1.2546 -4999.73
856.828 -4970.59 1.25468 -4970.59
857.212 -4941.49 1.25475 -4941.49
857.596 -4912.44 1.25482 -4912.44
857.981 -4883.44 1.2549 -4883.44
858.365 -4854.49 1.25498 -4854.49
858.75 -4825.59 1.25505 -4825.59
859.134 -4796.74 1.25513 -4796.74
859.518 -4767.93 1.2552 -4767.93
859.903 -4739.18 1.25528 -4739.18
860.287 -4710.47 1.25535 -4710.47
860.672 -4681.82 1.25543 -4681.82
861.056 -4653.21 1.2555 -4653.21
861.44 -4624.65 1.25557 -4624.65
861.825 -4596.15 1.25565 -4596.15
862.209 -4567.69 1.25572 -4567.69
862.594 -4539.29 1.2558 -4539.29
862.978 -4510.93 1.25587 -4510.93
863.362 -4482.63 1.25595 -4482.63
863.747 -4454.37 1.25603 -4454.37
864.131 -4426.17 1.2561 -4426.17
864.516 -4398.02 1.25617 -4398.02
864.9 -4369.92 1.25625 -4369.92
865.284 -4341.88 1.25633 -4341.88
865.669 -4313.88 1.2564 -4313.88
866.053 -4285.94 1.25648 -4285.94
866.438 -4258.05 1.25655 -4258.05
866.822 -4230.21 1.25663 -4230.21
867.206 -4202.43 1.2567 -4202.43
867.591 -4174.7 1.25677 -4174.7
867.975 -4147.02 1.25685 -4147.02
868.36 -4119.39 1.25693 -4119.39
868.744 -4091.82 1.257 -4091.82
869.128 -4064.31 1.25707 -4064.31
869.513 -4036.84 1.25715 -4036.84
869.897 -4009.43 1.25722 -4009.43
870.282 -3982.08 1.2573 -3982.08
870.666 -3954.78 1.25738 -3954.78
871.05 -3927.54 1.25745 -3927.54
871.435 -3900.35 1.25752 -3900.35
871.819 -3873.21 1.2576 -3873.21
872.204 -3846.14 1.25768 -3846.14
872.588 -3819.11 1.25775 -3819.11
872.972 -3792.15 1.25782 -3792.15
873.357 -3765.24 1.2579 -3765.24
873.741 -3738.38 1.25798 -3738.38
874.126 -3711.59 1.25805 -3711.59
874.51 -3684.85 1.25812 -3684.85
874.894 -3658.17 1.2582 -3658.17
875.279 -3631.54 1.25828 -3631.54
875.663 -3604.98 1.25835 -3604.98
876.048 -3578.47 1.25842 -3578.47
876.432 -3552.02 1.2585 -3552.02
876.816 -3525.62 1.25857 -3525.62
877.201 -3499.29 1.25865 -3499.29
877.585 -3473.02 1.25873 -3473.02
877.97 -3446.8 1.2588 -3446.8
878.354 -3420.65 1.25888 -3420.65
878.738 -3394.55 1.25895 -3394.55
879.123 -3368.51 1.25903 -3368.51
879.507 -3342.54 1.2591 -3342.54
879.892 -3316.62 1.25917 -3316.62
880.276 -3290.77 1.25925 -3290.77
880.66 -3264.98 1.25933 -3264.98
881.045 -3239.25 1.2594 -3239.25
881.429 -3213.58 1.25947 -3213.58
881.814 -3187.97 1.25955 -3187.97
882.198 -3162.42 1.25962 -3162.42
882.582 -3136.94 1.2597 -3136.94
882.967 -3111.52 1.25977 -3111.52
883.351 -3086.16 1.25985 -3086.16
883.736 -3060.87 1.25992 -3060.87
884.12 -3035.64 1.26 -3035.64
884.504 -3010.47 1.26008 -3010.47
884.889 -2985.37 1.26015 -2985.37
885.273 -2960.33 1.26023 -2960.33
